atm_name,transaction_date,total_amount_withdrawn,weekday,working_day,day_of_week,day_of_month,month,week_of_month,is_month_start,is_month_end,atm_level,atm_dow_level
Airport ATM,2015-02-26,469100,thursday,W,3,26,2,4,0,1,521267.85714285716,535150.0
Airport ATM,2015-02-27,630500,friday,W,4,27,2,4,0,1,520875.0,496750.0
Airport ATM,2015-02-28,736200,saturday,H,5,28,2,4,0,1,525864.2857142857,437100.0
Airport ATM,2015-03-01,174400,sunday,H,6,1,3,1,1,0,526103.5714285715,724087.5
Airport ATM,2015-03-02,617300,monday,W,0,2,3,1,1,0,509514.28571428574,414112.5
Airport ATM,2015-03-03,678000,tuesday,W,1,3,3,1,1,0,517196.4285714286,448037.5
Airport ATM,2015-03-04,883700,wednesday,W,2,4,3,1,0,0,517446.4285714286,531662.5
Airport ATM,2015-03-05,416600,thursday,W,3,5,3,1,0,0,528660.7142857143,570712.5
Airport ATM,2015-03-06,554100,friday,W,4,6,3,1,0,0,525850.0,477800.0
Airport ATM,2015-03-07,646600,saturday,H,5,7,3,1,0,0,528203.5714285715,430612.5
Airport ATM,2015-03-08,551100,sunday,H,6,8,3,2,0,0,507439.28571428574,685362.5
Airport ATM,2015-03-09,311900,monday,W,0,9,3,2,0,0,508735.71428571426,398837.5
Airport ATM,2015-03-10,761500,tuesday,W,1,10,3,2,0,0,506150.0,445812.5
Airport ATM,2015-03-11,836800,wednesday,W,2,11,3,2,0,0,516178.5714285714,533525.0
Airport ATM,2015-03-12,505000,thursday,W,3,12,3,2,0,0,528903.5714285715,601612.5
Airport ATM,2015-03-13,480200,friday,W,4,13,3,2,0,0,523478.5714285714,518625.0
Airport ATM,2015-03-14,488400,saturday,H,5,14,3,2,0,0,533400.0,464587.5
Airport ATM,2015-03-15,506300,sunday,H,6,15,3,3,0,0,527807.1428571428,710762.5
Airport ATM,2015-03-16,848700,monday,W,0,16,3,3,0,0,531917.8571428572,427825.0
Airport ATM,2015-03-17,421800,tuesday,W,1,17,3,3,0,0,546642.8571428572,463575.0
Airport ATM,2015-03-18,666200,wednesday,W,2,18,3,3,0,0,548932.1428571428,538575.0
Airport ATM,2015-03-19,511100,thursday,W,3,19,3,3,0,0,554457.1428571428,619137.5
Airport ATM,2015-03-20,456000,friday,W,4,20,3,3,0,0,550853.5714285715,518262.5
Airport ATM,2015-03-21,633400,saturday,H,5,21,3,3,0,0,551721.4285714285,466737.5
Airport ATM,2015-03-22,376700,sunday,H,6,22,3,4,0,0,552185.7142857143,715937.5
Airport ATM,2015-03-23,498900,monday,W,0,23,3,4,0,0,553896.4285714285,435275.0
Airport ATM,2015-03-24,588400,tuesday,W,1,24,3,4,0,0,556825.0,489575.0
Airport ATM,2015-03-25,888000,wednesday,W,2,25,3,4,0,0,560092.8571428572,557000.0
Airport ATM,2015-03-26,532800,thursday,W,3,26,3,4,0,0,576317.8571428572,658762.5
Airport ATM,2015-03-27,358100,friday,W,4,27,3,4,0,0,578592.8571428572,524850.0
Airport ATM,2015-03-28,421400,saturday,H,5,28,3,4,0,0,568864.2857142857,450150.0
Airport ATM,2015-03-29,385000,sunday,H,6,29,3,5,0,1,557621.4285714285,677425.0
Airport ATM,2015-03-30,528200,monday,W,0,30,3,5,0,1,565142.8571428572,403537.5
Airport ATM,2015-03-31,928900,tuesday,W,1,31,3,5,0,1,561960.7142857143,505325.0
Airport ATM,2015-04-01,839400,wednesday,W,2,1,4,1,1,0,570921.4285714285,589237.5
Airport ATM,2015-04-02,802700,thursday,H,3,2,4,1,1,0,569339.2857142857,692475.0
Airport ATM,2015-04-03,28900,friday,H,4,3,4,1,1,0,583128.5714285715,563275.0
Airport ATM,2015-04-04,289700,saturday,H,5,4,4,1,0,0,564371.4285714285,392737.5
Airport ATM,2015-04-05,606900,sunday,H,6,5,4,1,0,0,551625.0,560137.5
Airport ATM,2015-04-06,1073200,monday,W,0,6,4,1,0,0,553617.8571428572,415050.0
Airport ATM,2015-04-07,670300,tuesday,W,1,7,4,1,0,0,580807.1428571428,591437.5
Airport ATM,2015-04-08,821300,wednesday,W,2,8,4,2,0,0,577550.0,612937.5
Airport ATM,2015-04-09,576000,thursday,W,3,9,4,2,0,0,576996.4285714285,735075.0
Airport ATM,2015-04-10,603300,friday,W,4,10,4,2,0,0,579532.1428571428,553162.5
Airport ATM,2015-04-11,626700,saturday,H,5,11,4,2,0,0,583928.5714285715,442850.0
Airport ATM,2015-04-12,372300,sunday,H,6,12,4,2,0,0,588867.8571428572,557850.0
Airport ATM,2015-04-13,622000,monday,W,0,13,4,2,0,0,584082.1428571428,412687.5
Airport ATM,2015-04-14,381600,tuesday,H,1,14,4,2,0,0,575985.7142857143,614637.5
Airport ATM,2015-04-15,496400,wednesday,W,2,15,4,3,0,0,574550.0,615925.0
Airport ATM,2015-04-16,613200,thursday,W,3,16,4,3,0,0,568485.7142857143,733187.5
Airport ATM,2015-04-17,573200,friday,W,4,17,4,3,0,0,572132.1428571428,553312.5
Airport ATM,2015-04-18,768800,saturday,H,5,18,4,3,0,0,576317.8571428572,460537.5
Airport ATM,2015-04-19,403400,sunday,H,6,19,4,3,0,0,581153.5714285715,576400.0
Airport ATM,2015-04-20,624800,monday,W,0,20,4,3,0,0,582107.1428571428,422012.5
Airport ATM,2015-04-21,440600,tuesday,W,1,21,4,3,0,0,586603.5714285715,640625.0
Airport ATM,2015-04-22,543600,wednesday,W,2,22,4,4,0,0,581325.0,608887.5
Airport ATM,2015-04-23,468700,thursday,W,3,23,4,4,0,0,569025.0,746925.0
Airport ATM,2015-04-24,324000,friday,W,4,24,4,4,0,0,566735.7142857143,553262.5
Airport ATM,2015-04-25,722400,saturday,H,5,25,4,4,0,0,565517.8571428572,422225.0
Airport ATM,2015-04-26,399200,sunday,H,6,26,4,4,0,0,576267.8571428572,574675.0
Airport ATM,2015-04-27,698500,monday,W,0,27,4,4,0,0,576775.0,450112.5
Airport ATM,2015-04-28,762100,tuesday,W,1,28,4,4,0,1,582857.1428571428,650775.0
Airport ATM,2015-04-29,603800,wednesday,W,2,29,4,5,0,1,576900.0,619400.0
Airport ATM,2015-04-30,704800,thursday,W,3,30,4,5,0,1,568485.7142857143,711937.5
Airport ATM,2015-05-01,469400,friday,H,4,1,5,1,1,0,564989.2857142857,589287.5
Airport ATM,2015-05-02,725900,saturday,H,5,2,5,1,1,0,580721.4285714285,411637.5
Airport ATM,2015-05-03,455500,sunday,H,6,3,5,1,1,0,596300.0,584587.5
Airport ATM,2015-05-04,806200,monday,W,0,4,5,1,0,0,590892.8571428572,438162.5
Airport ATM,2015-05-05,613300,tuesday,W,1,5,5,1,0,0,581357.1428571428,712562.5
Airport ATM,2015-05-06,747000,wednesday,W,2,6,5,1,0,0,579321.4285714285,600875.0
Airport ATM,2015-05-07,599200,thursday,W,3,7,5,1,0,0,576667.8571428572,700712.5
Airport ATM,2015-05-08,670000,friday,W,4,8,5,2,0,0,577496.4285714285,601062.5
Airport ATM,2015-05-09,758600,saturday,H,5,9,5,2,0,0,579878.5714285715,435362.5
Airport ATM,2015-05-10,432000,sunday,H,6,10,5,2,0,0,584589.2857142857,618362.5
Airport ATM,2015-05-11,559800,monday,W,0,11,5,2,0,0,586721.4285714285,428875.0
Airport ATM,2015-05-12,604200,tuesday,W,1,12,5,2,0,0,584500.0,676450.0
Airport ATM,2015-05-13,640200,wednesday,W,2,13,5,2,0,0,592450.0,623675.0
Airport ATM,2015-05-14,18600,thursday,W,3,14,5,2,0,0,597585.7142857143,697462.5
Airport ATM,2015-05-15,250300,friday,W,4,15,5,3,0,0,576350.0,539500.0
Airport ATM,2015-05-16,563600,saturday,H,5,16,5,3,0,0,564817.8571428572,409650.0
Airport ATM,2015-05-17,594500,sunday,H,6,17,5,3,0,0,557489.2857142857,609637.5
Airport ATM,2015-05-18,670000,monday,W,0,18,5,3,0,0,564314.2857142857,456100.0
Airport ATM,2015-05-19,554400,tuesday,W,1,19,5,3,0,0,565928.5714285715,697837.5
Airport ATM,2015-05-20,736300,wednesday,W,2,20,5,3,0,0,569992.8571428572,619425.0
Airport ATM,2015-05-21,723700,thursday,W,3,21,5,3,0,0,576875.0,678500.0
Airport ATM,2015-05-22,614300,friday,W,4,22,5,4,0,0,585982.1428571428,563362.5
Airport ATM,2015-05-23,667500,saturday,H,5,23,5,4,0,0,596350.0,441675.0
Airport ATM,2015-05-24,541500,sunday,H,6,24,5,4,0,0,594389.2857142857,640400.0
Airport ATM,2015-05-25,374400,monday,W,0,25,5,4,0,0,599471.4285714285,475662.5
Airport ATM,2015-05-26,350900,tuesday,W,1,26,5,4,0,0,587896.4285714285,678612.5
Airport ATM,2015-05-27,343500,wednesday,W,2,27,5,4,0,0,573210.7142857143,547175.0
Airport ATM,2015-05-28,283400,thursday,W,3,28,5,4,0,0,563914.2857142857,616512.5
Airport ATM,2015-05-29,511000,friday,W,4,29,5,5,0,1,548864.2857142857,498450.0
Airport ATM,2015-05-30,329200,saturday,H,5,30,5,5,0,1,550350.0,501937.5
Airport ATM,2015-05-31,582100,sunday,H,6,31,5,5,0,1,536182.1428571428,645337.5
Airport ATM,2015-06-01,393300,monday,W,0,1,6,1,1,0,540703.5714285715,472562.5
Airport ATM,2015-06-02,541600,tuesday,W,1,2,6,1,1,0,525957.1428571428,593625.0
Airport ATM,2015-06-03,576800,wednesday,W,2,3,6,1,1,0,523396.4285714286,531087.5
Airport ATM,2015-06-04,550000,thursday,W,3,4,6,1,0,0,517317.85714285716,585950.0
Airport ATM,2015-06-05,553000,friday,W,4,5,6,1,0,0,515560.71428571426,495200.0
Airport ATM,2015-06-06,509600,saturday,H,5,6,6,1,0,0,511382.14285714284,495650.0
Airport ATM,2015-06-07,620500,sunday,H,6,7,6,1,0,0,502489.28571428574,630700.0
Airport ATM,2015-06-08,722600,monday,W,0,8,6,2,0,0,509221.4285714286,503587.5
Airport ATM,2015-06-09,724500,tuesday,W,1,9,6,2,0,0,515035.71428571426,606200.0
Airport ATM,2015-06-10,363800,wednesday,W,2,10,6,2,0,0,519332.14285714284,573950.0
Airport ATM,2015-06-11,495900,thursday,W,3,11,6,2,0,0,509460.71428571426,569375.0
Airport ATM,2015-06-12,197200,friday,W,4,12,6,2,0,0,526507.1428571428,480537.5
Airport ATM,2015-06-13,649200,saturday,H,5,13,6,2,0,0,524610.7142857143,448650.0
Airport ATM,2015-06-14,511100,sunday,H,6,14,6,2,0,0,527667.8571428572,615750.0
Airport ATM,2015-06-15,303600,monday,W,0,15,6,3,0,0,524689.2857142857,517050.0
Airport ATM,2015-06-16,399100,tuesday,W,1,16,6,3,0,0,511603.5714285714,566050.0
Airport ATM,2015-06-17,315100,wednesday,W,2,17,6,3,0,0,506057.14285714284,568762.5
Airport ATM,2015-06-18,839300,thursday,W,3,18,6,3,0,0,491014.28571428574,540812.5
Airport ATM,2015-06-19,269500,friday,W,4,19,6,3,0,0,495142.85714285716,526862.5
Airport ATM,2015-06-20,519800,saturday,H,5,20,6,3,0,0,482828.5714285714,441837.5
Airport ATM,2015-06-21,324600,sunday,H,6,21,6,3,0,0,477553.5714285714,590425.0
Airport ATM,2015-06-22,469400,monday,W,0,22,6,4,0,0,469807.14285714284,507725.0
Airport ATM,2015-06-23,497300,tuesday,W,1,23,6,4,0,0,473200.0,537412.5
Airport ATM,2015-06-24,560600,wednesday,W,2,24,6,4,0,0,478428.5714285714,535662.5
Airport ATM,2015-06-25,229600,thursday,W,3,25,6,4,0,0,486182.14285714284,535412.5
Airport ATM,2015-06-26,252800,friday,W,4,26,6,4,0,0,484260.71428571426,467462.5
Airport ATM,2015-06-27,496700,saturday,H,5,27,6,4,0,0,475039.28571428574,414762.5
Airport ATM,2015-06-28,273900,sunday,H,6,28,6,4,0,1,481021.4285714286,561775.0
Airport ATM,2015-06-29,551100,monday,W,0,29,6,5,0,1,470014.28571428574,485025.0
Airport ATM,2015-06-30,759700,tuesday,W,1,30,6,5,0,1,475650.0,505525.0
Airport ATM,2015-07-01,765700,wednesday,W,2,1,7,1,1,0,483439.28571428574,553962.5
Airport ATM,2015-07-02,980300,thursday,W,3,2,7,1,1,0,490185.71428571426,537750.0
Airport ATM,2015-07-03,422300,friday,W,4,3,7,1,1,0,505553.5714285714,515100.0
Airport ATM,2015-07-04,548700,saturday,H,5,4,7,1,0,0,500885.71428571426,383800.0
Airport ATM,2015-07-05,610000,sunday,H,6,5,7,1,0,0,502282.14285714284,535537.5
Airport ATM,2015-07-06,500,monday,W,0,6,7,1,0,0,501907.14285714284,507275.0
Airport ATM,2015-07-07,213800,tuesday,W,1,7,7,1,0,0,476117.85714285716,435612.5
Airport ATM,2015-07-08,390000,wednesday,W,2,8,7,2,0,0,457878.5714285714,505162.5
Airport ATM,2015-07-09,627000,thursday,W,3,9,7,2,0,0,458814.28571428574,506475.0
Airport ATM,2015-07-10,421400,friday,W,4,10,7,2,0,0,463496.4285714286,591150.0
Airport ATM,2015-07-11,665400,saturday,H,5,11,7,2,0,0,471503.5714285714,405187.5
Airport ATM,2015-07-12,641100,sunday,H,6,12,7,2,0,0,472082.14285714284,548262.5
Airport ATM,2015-07-13,715600,monday,W,0,13,7,2,0,0,476725.0,513100.0
Airport ATM,2015-07-14,511300,tuesday,W,1,14,7,2,0,0,491439.28571428574,441312.5
Airport ATM,2015-07-15,653500,wednesday,W,2,15,7,3,0,0,495446.4285714286,499775.0
Airport ATM,2015-07-16,558900,thursday,W,3,16,7,3,0,0,507532.14285714284,496125.0
Airport ATM,2015-07-17,533000,friday,W,4,17,7,3,0,0,497517.85714285716,570550.0
Airport ATM,2015-07-18,524500,saturday,H,5,18,7,3,0,0,506928.5714285714,395025.0
Airport ATM,2015-07-19,372400,sunday,H,6,19,7,3,0,0,507096.4285714286,530387.5
Airport ATM,2015-07-20,578500,monday,W,0,20,7,3,0,0,508803.5714285714,491962.5
Airport ATM,2015-07-21,389600,tuesday,W,1,21,7,3,0,0,512700.0,466825.0
Airport ATM,2015-07-22,261700,wednesday,W,2,22,7,4,0,0,508853.5714285714,504612.5
Airport ATM,2015-07-23,355800,thursday,W,3,23,7,4,0,0,498178.5714285714,485900.0
Airport ATM,2015-07-24,128600,friday,W,4,24,7,4,0,0,502685.71428571426,579600.0
Airport ATM,2015-07-25,185200,saturday,H,5,25,7,4,0,0,498250.0,347225.0
Airport ATM,2015-07-26,236800,sunday,H,6,26,7,4,0,0,487125.0,512387.5
Airport ATM,2015-07-27,590400,monday,W,0,27,7,4,0,0,485800.0,448800.0
Airport ATM,2015-07-28,208600,tuesday,W,1,28,7,4,0,0,487203.5714285714,491462.5
Airport ATM,2015-07-29,427300,wednesday,W,2,29,7,5,0,1,467521.4285714286,462987.5
Airport ATM,2015-07-30,271400,thursday,W,3,30,7,5,0,1,455435.71428571426,467212.5
Airport ATM,2015-07-31,434300,friday,W,4,31,7,5,0,1,430117.85714285716,544775.0
Airport ATM,2015-08-01,565100,saturday,H,5,1,8,1,1,0,430546.4285714286,332387.5
Airport ATM,2015-08-02,422700,sunday,H,6,2,8,1,1,0,431132.14285714284,519325.0
Airport ATM,2015-08-03,389300,monday,W,0,3,8,1,1,0,424442.85714285716,424075.0
Airport ATM,2015-08-04,182800,tuesday,W,1,4,8,1,0,0,438328.5714285714,449800.0
Airport ATM,2015-08-05,339800,wednesday,W,2,5,8,1,0,0,437221.4285714286,395275.0
Airport ATM,2015-08-06,336100,thursday,W,3,6,8,1,0,0,435428.5714285714,464212.5
Airport ATM,2015-08-07,194000,friday,W,4,7,8,1,0,0,425039.28571428574,524800.0
Airport ATM,2015-08-08,400200,saturday,H,5,8,8,2,0,0,416917.85714285716,331987.5
Airport ATM,2015-08-09,393800,sunday,H,6,9,8,2,0,0,407446.4285714286,488200.0
Airport ATM,2015-08-10,400600,monday,W,0,10,8,2,0,0,398614.28571428574,409412.5
Airport ATM,2015-08-11,535700,tuesday,W,1,11,8,2,0,0,387364.28571428574,461925.0
Airport ATM,2015-08-12,304000,wednesday,W,2,12,8,2,0,0,388235.71428571426,412350.0
Airport ATM,2015-08-13,370200,thursday,W,3,13,8,2,0,0,375753.5714285714,462825.0
Airport ATM,2015-08-14,60800,friday,W,4,14,8,2,0,0,369014.28571428574,466162.5
Airport ATM,2015-08-15,512600,saturday,H,5,15,8,3,0,0,352150.0,305900.0
Airport ATM,2015-08-16,464800,sunday,H,6,16,8,3,0,0,351725.0,487300.0
Airport ATM,2015-08-17,125700,monday,W,0,17,8,3,0,0,355025.0,426937.5
Airport ATM,2015-08-18,162100,tuesday,W,1,18,8,3,0,0,338853.5714285714,418962.5
Airport ATM,2015-08-19,398700,wednesday,W,2,19,8,3,0,0,330728.5714285714,370450.0
Airport ATM,2015-08-20,89600,thursday,W,3,20,8,3,0,0,335621.4285714286,442587.5
Airport ATM,2015-08-21,229300,friday,W,4,21,8,3,0,0,326114.28571428574,448662.5
Airport ATM,2015-08-22,272900,saturday,H,5,22,8,4,0,0,329710.71428571426,302962.5
Airport ATM,2015-08-23,342500,sunday,H,6,23,8,4,0,0,332842.85714285716,459325.0
Airport ATM,2015-08-24,497200,monday,W,0,24,8,4,0,0,336617.85714285716,435512.5
Airport ATM,2015-08-25,200100,tuesday,W,1,25,8,4,0,0,333289.28571428574,412225.0
Airport ATM,2015-08-26,416700,wednesday,W,2,26,8,4,0,0,332985.71428571426,300500.0
Airport ATM,2015-08-27,369200,thursday,W,3,27,8,4,0,0,332607.14285714284,398962.5
Airport ATM,2015-08-28,474800,friday,W,4,28,8,4,0,0,336100.0,372275.0
Airport ATM,2015-08-29,335900,saturday,H,5,29,8,5,0,1,337546.4285714286,309525.0
Airport ATM,2015-08-30,103300,sunday,H,6,30,8,5,0,1,329360.71428571426,432725.0
Airport ATM,2015-08-31,262900,monday,W,0,31,8,5,0,1,317953.5714285714,372175.0
Airport ATM,2015-09-01,507500,tuesday,W,1,1,9,1,1,0,313439.28571428574,445025.0
Airport ATM,2015-09-02,429900,wednesday,W,2,2,9,1,1,0,325035.71428571426,337212.5
Airport ATM,2015-09-03,568200,thursday,W,3,3,9,1,1,0,328253.5714285714,403950.0
Airport ATM,2015-09-04,362100,friday,W,4,4,9,1,0,0,336542.85714285716,364925.0
Airport ATM,2015-09-05,496000,saturday,H,5,5,9,1,0,0,342546.4285714286,302112.5
Airport ATM,2015-09-06,258400,sunday,H,6,6,9,1,0,0,345967.85714285716,411550.0
Airport ATM,2015-09-07,329400,monday,W,0,7,9,1,0,0,341132.14285714284,324337.5
Airport ATM,2015-09-08,293600,tuesday,W,1,8,9,2,0,0,338589.28571428574,396750.0
Airport ATM,2015-09-09,187800,wednesday,W,2,9,9,2,0,0,329942.85714285716,310000.0
Airport ATM,2015-09-10,105300,thursday,W,3,10,9,2,0,0,325792.85714285716,345737.5
Airport ATM,2015-09-11,226200,friday,W,4,11,9,2,0,0,316332.14285714284,308225.0
Airport ATM,2015-09-12,246900,saturday,H,5,12,9,2,0,0,322239.28571428574,263762.5
Airport ATM,2015-09-13,156500,sunday,H,6,13,9,2,0,0,312750.0,376850.0
Airport ATM,2015-09-14,509900,monday,W,0,14,9,2,0,0,301739.28571428574,297350.0
Airport ATM,2015-09-15,343400,tuesday,W,1,15,9,3,0,0,315460.71428571426,388175.0
Airport ATM,2015-09-16,362400,wednesday,W,2,16,9,3,0,0,321935.71428571426,304225.0
Airport ATM,2015-09-17,177200,thursday,H,3,17,9,3,0,0,320639.28571428574,358325.0
Airport ATM,2015-09-18,179600,friday,W,4,18,9,3,0,0,323767.85714285716,285900.0
Airport ATM,2015-09-19,506700,saturday,H,5,19,9,3,0,0,321992.85714285716,270137.5
Airport ATM,2015-09-20,284600,sunday,H,6,20,9,3,0,0,330342.85714285716,417037.5
Airport ATM,2015-09-21,270800,monday,W,0,21,9,3,0,0,328275.0,303325.0
Airport ATM,2015-09-22,456100,tuesday,W,1,22,9,4,0,0,320189.28571428574,348225.0
Airport ATM,2015-09-23,485300,wednesday,W,2,23,9,4,0,0,329332.14285714284,335162.5
Airport ATM,2015-09-24,373600,thursday,H,3,24,9,4,0,0,331782.14285714284,365575.0
Airport ATM,2015-09-25,155200,friday,W,4,25,9,4,0,0,331939.28571428574,298675.0
Airport ATM,2015-09-26,266400,saturday,H,5,26,9,4,0,0,320525.0,235250.0
Airport ATM,2015-09-27,92000,sunday,H,6,27,9,4,0,0,318042.85714285716,379700.0
Airport ATM,2015-09-28,505800,monday,W,0,28,9,4,0,1,317639.28571428574,261987.5
Airport ATM,2015-09-29,395300,tuesday,W,1,29,9,5,0,1,326314.28571428574,362787.5
Airport ATM,2015-09-30,358800,wednesday,W,2,30,9,5,0,1,322307.14285714284,361725.0
Airport ATM,2015-10-01,289500,thursday,W,3,1,10,1,1,0,319767.85714285716,367950.0
Airport ATM,2015-10-03,62200,saturday,H,5,3,10,1,1,0,309814.28571428574,247187.5
Airport ATM,2015-10-04,71700,sunday,H,6,4,10,1,0,0,299103.5714285714,337450.0
Airport ATM,2015-10-05,59400,monday,W,0,5,10,1,0,0,283950.0,221725.0
Airport ATM,2015-10-06,73100,tuesday,W,1,6,10,1,0,0,276842.85714285716,320137.5
Airport ATM,2015-10-07,173900,wednesday,W,2,7,10,1,0,0,267689.28571428574,303900.0
Airport ATM,2015-10-08,11800,thursday,W,3,8,10,2,0,0,263414.28571428574,351687.5
Airport ATM,2015-10-09,31600,friday,W,4,9,10,2,0,0,257128.57142857142,258137.5
Airport ATM,2015-10-10,265100,saturday,H,5,10,10,2,0,0,254496.42857142858,243537.5
Airport ATM,2015-10-11,494700,sunday,H,6,11,10,2,0,0,255885.7142857143,306512.5
Airport ATM,2015-10-12,61500,monday,W,0,12,10,2,0,0,264735.71428571426,225462.5
Airport ATM,2015-10-13,345500,tuesday,W,1,13,10,2,0,0,261342.85714285713,312112.5
Airport ATM,2015-10-14,390700,wednesday,W,2,14,10,2,0,0,255471.42857142858,326825.0
Airport ATM,2015-10-15,227400,thursday,W,3,15,10,3,0,0,257160.7142857143,350687.5
Airport ATM,2015-10-16,162700,friday,W,4,16,10,3,0,0,252339.2857142857,240287.5
Airport ATM,2015-10-17,100,saturday,H,5,17,10,3,0,0,251821.42857142858,235212.5
Airport ATM,2015-10-19,100,monday,W,0,19,10,3,0,0,245410.7142857143,182662.5
Airport ATM,2015-10-20,283500,tuesday,W,1,20,10,3,0,0,227317.85714285713,249975.0
Airport ATM,2015-10-21,216400,wednesday,H,2,21,10,3,0,0,227278.57142857142,337250.0
Airport ATM,2015-10-22,244700,thursday,H,3,22,10,4,0,0,225335.7142857143,325650.0
Airport ATM,2015-10-23,283600,friday,H,4,23,10,4,0,0,217785.7142857143,259675.0
Airport ATM,2015-10-24,367500,saturday,H,5,24,10,4,0,0,210582.14285714287,211312.5
Airport ATM,2015-10-25,77800,sunday,H,6,25,10,4,0,0,210364.2857142857,318337.5
Airport ATM,2015-10-26,218400,monday,W,0,26,10,4,0,0,207600.0,179475.0
Airport ATM,2015-10-27,462000,tuesday,W,1,27,10,4,0,0,205885.7142857143,244412.5
Airport ATM,2015-10-28,82100,wednesday,W,2,28,10,4,0,0,219100.0,331562.5
Airport ATM,2015-10-29,347700,thursday,W,3,29,10,5,0,1,203967.85714285713,282175.0
Airport ATM,2015-10-30,334700,friday,W,4,30,10,5,0,1,202267.85714285713,256987.5
Airport ATM,2015-10-31,217000,saturday,H,5,31,10,5,0,1,201407.14285714287,207887.5
Airport ATM,2015-11-01,329500,sunday,H,6,1,11,1,1,0,198817.85714285713,303475.0
Airport ATM,2015-11-02,501200,monday,W,0,2,11,1,1,0,208364.2857142857,188362.5
Airport ATM,2015-11-03,529000,tuesday,W,1,3,11,1,1,0,223703.57142857142,265887.5
Airport ATM,2015-11-04,520400,wednesday,W,2,4,11,1,0,0,240475.0,360987.5
Airport ATM,2015-11-05,531200,thursday,W,3,5,11,1,0,0,256450.0,323750.0
Airport ATM,2015-11-06,268600,friday,W,4,6,11,1,0,0,269210.71428571426,252362.5
Airport ATM,2015-11-07,755500,saturday,H,5,7,11,1,0,0,278382.14285714284,213187.5
Airport ATM,2015-11-08,292300,sunday,H,6,8,11,2,0,0,304235.71428571426,335912.5
Airport ATM,2015-11-11,256000,wednesday,W,2,11,11,2,0,0,305207.14285714284,354600.0
Airport ATM,2015-11-12,228100,thursday,W,3,12,11,2,0,0,296682.14285714284,310450.0
Airport ATM,2015-11-13,256300,friday,W,4,13,11,2,0,0,302632.14285714284,267712.5
Airport ATM,2015-11-14,542800,saturday,H,5,14,11,2,0,0,299446.4285714286,222775.0
Airport ATM,2015-11-15,221600,sunday,H,6,15,11,3,0,0,304878.5714285714,372900.0
Airport ATM,2015-11-16,25100,monday,W,0,16,11,3,0,0,304671.4285714286,196500.0
Airport ATM,2015-11-17,353300,tuesday,W,1,17,11,3,0,0,299757.14285714284,205287.5
Airport ATM,2015-11-18,190800,wednesday,W,2,18,11,3,0,0,312371.4285714286,341750.0
Airport ATM,2015-11-19,361800,thursday,W,3,19,11,3,0,0,319182.14285714284,273637.5
Airport ATM,2015-11-20,380400,friday,W,4,20,11,3,0,0,321978.5714285714,290787.5
Airport ATM,2015-11-21,507200,saturday,H,5,21,11,3,0,0,327835.71428571426,250925.0
Airport ATM,2015-11-22,103500,sunday,H,6,22,11,4,0,0,337210.71428571426,372962.5
Airport ATM,2015-11-23,126700,monday,H,0,23,11,4,0,0,330778.5714285714,173862.5
Airport ATM,2015-11-24,267800,tuesday,W,1,24,11,4,0,0,322178.5714285714,187275.0
Airport ATM,2015-11-25,207500,wednesday,W,2,25,11,4,0,0,328964.28571428574,325812.5
Airport ATM,2015-11-26,449400,thursday,W,3,26,11,4,0,0,328575.0,254725.0
Airport ATM,2015-11-27,414300,friday,W,4,27,11,4,0,0,328125.0,300262.5
Airport ATM,2015-11-28,505500,saturday,H,5,28,11,4,0,1,339989.28571428574,266525.0
Airport ATM,2015-11-29,118500,sunday,H,6,29,11,5,0,1,345625.0,402850.0
Airport ATM,2015-11-30,752500,monday,W,0,30,11,5,0,1,337903.5714285714,177175.0
Airport ATM,2015-12-01,218300,tuesday,W,1,1,12,1,1,0,357028.5714285714,218112.5
Airport ATM,2015-12-06,330800,sunday,H,6,6,12,1,0,0,353057.14285714284,422362.5
Airport ATM,2015-12-07,311500,monday,W,0,7,12,1,0,0,346971.4285714286,209562.5
Airport ATM,2015-12-08,922900,tuesday,W,1,8,12,2,0,0,339203.5714285714,249625.0
Airport ATM,2015-12-09,582400,wednesday,W,2,9,12,2,0,0,353578.5714285714,432037.5
Airport ATM,2015-12-10,553400,thursday,W,3,10,12,2,0,0,355407.14285714284,305787.5
Airport ATM,2015-12-11,616200,friday,W,4,11,12,2,0,0,365578.5714285714,367962.5
Airport ATM,2015-12-12,312500,saturday,H,5,12,12,2,0,0,360603.5714285714,339600.0
Airport ATM,2015-12-13,227900,sunday,H,6,13,12,2,0,0,361325.0,428287.5
Airport ATM,2015-12-14,404000,monday,W,0,14,12,2,0,0,360321.4285714286,176212.5
Airport ATM,2015-12-15,432200,tuesday,W,1,15,12,3,0,0,366603.5714285714,292437.5
Airport ATM,2015-12-16,230300,wednesday,W,2,16,12,3,0,0,372885.71428571426,442875.0
Airport ATM,2015-12-17,206100,thursday,W,3,17,12,3,0,0,361725.0,285737.5
Airport ATM,2015-12-18,383200,friday,W,4,18,12,3,0,0,361171.4285714286,365300.0
Airport ATM,2015-12-19,518900,saturday,H,5,19,12,3,0,0,373960.71428571426,367162.5
Airport ATM,2015-12-20,389700,sunday,H,6,20,12,3,0,0,379875.0,447212.5
Airport ATM,2015-12-21,352800,monday,W,0,21,12,3,0,0,386978.5714285714,224912.5
Airport ATM,2015-12-22,249800,tuesday,W,1,22,12,4,0,0,386657.14285714284,336525.0
