hour,day_of_week,is_night,amount_paid,log_amount_paid,is_whole_units,currency_mismatch,amount_mismatch_pct,same_account,same_bank,payment_format,payment_currency,sender_txn_count,receiver_txn_count,from_bank_txn_count,to_bank_txn_count,amount_vs_sender_median,Is Laundering
10,0,0,64330.6,11.0718,0,0,0.0,0,0,ACH,Euro,1,1,39,10,1.0,0
0,4,1,128.06,4.8603,0,0,0.0,0,0,Credit Card,US Dollar,1,1,26,13,1.0,0
7,6,0,234.44,5.4615,0,0,0.0,0,0,ACH,Canadian Dollar,1,1,73,22,1.0,0
12,4,0,472.05,6.1592,0,0,0.0,0,0,Cheque,US Dollar,1,1,89,11,1.0,0
2,3,1,16.15,2.842,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,26,20,1.0,0
14,5,0,965.81,6.874,0,0,0.0,0,0,ACH,Euro,1,1,64,18,1.0,1
13,4,0,105494.59,11.5664,0,0,0.0,0,0,Cash,US Dollar,1,1,6,9,1.0,0
10,2,0,856.08,6.7535,0,0,0.0,0,0,Cheque,US Dollar,2,1,66,31,0.4728,0
0,3,1,19.2,3.0057,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,2,10,1.0,0
23,4,1,4520.41,8.4166,0,0,0.0,0,0,Cash,Euro,1,1,11,9,1.0,0
0,3,1,22.97,3.1768,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,9,18,1.0,0
15,1,0,231.99,5.451,0,0,0.0,0,0,Cheque,US Dollar,1,1,4,28,1.0,0
10,4,0,4090.02,8.3165,0,0,0.0,0,0,Credit Card,US Dollar,1,1,71,15,1.0,0
13,0,0,941.9,6.849,0,0,0.0,0,0,ACH,Euro,1,1,3,2,1.0,0
21,3,0,4469.68,8.4053,0,0,0.0,0,0,Cheque,US Dollar,1,1,20,17,1.0,0
6,4,0,1076.09,6.982,0,0,0.0,0,0,Credit Card,Euro,1,1,26,17,1.0,0
4,4,1,105.3,4.6663,0,0,0.0,0,0,Cheque,US Dollar,1,1,45,9,1.0,0
15,3,0,268227.67,12.4996,0,0,0.0,1,1,Reinvestment,US Dollar,1,2,11,17,1.0,0
10,4,0,102.29,4.6375,0,0,0.0,0,0,Wire,Shekel,1,1,3,3,1.0,0
4,4,1,620.28,6.4318,0,0,0.0,0,0,Cheque,Brazil Real,1,1,1,10,1.0,0
20,3,0,85.29,4.4577,0,0,0.0,0,0,Cheque,US Dollar,1,1,58,7,1.0,0
16,4,0,224.7,5.4192,0,0,0.0,0,0,Cheque,Euro,1,1,14,29,1.0,0
10,4,0,5543.39,8.6205,0,0,0.0,0,0,Cheque,Australian Dollar,60,1,1770,11,4.5458,0
0,3,1,44.62,3.8203,0,0,0.0,1,1,Reinvestment,Brazil Real,1,1,13,13,1.0,0
10,1,0,7.85,2.1804,0,0,0.0,0,0,ACH,Canadian Dollar,1,1,5,7,1.0,0
0,3,1,23.11,3.1826,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,11,17,1.0,0
17,2,0,1405.63,7.249,0,0,0.0,0,0,Credit Card,UK Pound,1,1,6,12,1.0,0
19,4,0,1907.8,7.5542,0,0,0.0,0,0,Cheque,US Dollar,1,1,106,27,1.0,0
8,5,0,1377.87,7.229,0,0,0.0,0,0,Cheque,US Dollar,1,1,7,10,1.0,0
8,3,0,4157.09,8.3328,0,0,0.0,0,0,Cheque,US Dollar,1,1,29,25,1.0,0
3,5,1,5996.84,8.6992,0,0,0.0,0,0,Cheque,US Dollar,626,1,1770,24,5.9223,0
17,4,0,1145.46,7.0444,0,0,0.0,0,0,Cash,US Dollar,1,1,2,1,1.0,0
7,3,0,30276.46,10.3182,0,0,0.0,1,1,Reinvestment,Yuan,1,1,11,14,1.0,0
14,3,0,215.88,5.3793,0,0,0.0,0,0,Cheque,US Dollar,2,1,10,13,0.2052,0
4,3,1,1099.72,7.0037,0,0,0.0,0,0,ACH,Euro,1,1,26,30,1.0,0
19,0,0,157.76,5.0674,0,0,0.0,0,0,Cheque,US Dollar,1,1,380,13,1.0,0
19,3,0,17279.51,9.7573,0,0,0.0,0,0,Credit Card,Saudi Riyal,1,1,11,9,1.0,0
15,3,0,20.04,3.0464,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,2,4,1.0,0
9,3,0,449.56,6.1105,0,0,0.0,0,0,Cheque,US Dollar,1,1,17,14,1.0,0
19,3,0,258638.29,12.4632,0,0,0.0,0,0,ACH,Yen,1,1,12,23,1.0,0
18,4,0,3115.02,8.0443,0,0,0.0,0,0,Cheque,US Dollar,1,1,72,37,1.0,0
2,0,1,2463.93,7.8099,0,0,0.0,0,0,Credit Card,Saudi Riyal,1,1,146,24,1.0,0
16,4,0,1081.74,6.9873,0,0,0.0,0,0,Credit Card,Euro,1,1,19,13,1.0,0
0,3,1,375.21,5.9301,0,0,0.0,1,1,Reinvestment,Euro,1,1,14,16,1.0,0
1,2,1,575.4,6.3568,0,0,0.0,0,0,Cheque,Euro,1,1,4,5,1.0,0
13,3,0,18.24,2.957,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,101,51,1.0,0
22,1,1,681.85,6.5263,0,0,0.0,0,0,Cheque,Yuan,1,1,15,25,1.0,0
0,3,1,96379.47,11.4761,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,2,10,1.0,0
0,4,1,9396488.99,16.0558,0,0,0.0,0,0,Cash,Euro,1,1,82,5,1.0,0
6,1,0,0.086799,0.0832,0,0,0.0,0,0,Bitcoin,Bitcoin,1,1,9,14,1.0,0
13,2,0,486.92,6.1902,0,0,0.0,0,0,Cheque,Australian Dollar,1,1,12,8,1.0,0
17,3,0,8928.86,9.0972,0,0,0.0,0,0,Cheque,US Dollar,3,1,194,16,16.6506,0
15,4,0,32156.67,10.3784,0,0,0.0,0,0,Cheque,Euro,1,1,43,25,1.0,0
13,4,0,2178.53,7.6869,0,0,0.0,0,0,Cheque,Euro,1,1,95,41,1.0,0
4,5,1,0.043837,0.0429,0,0,0.0,0,0,Bitcoin,Bitcoin,87,1,1770,16,1.1131,0
16,3,0,9546.6,9.164,0,0,0.0,0,0,Cash,Yen,1,1,25,10,1.0,0
2,6,1,668.56,6.5066,0,0,0.0,0,0,Cheque,US Dollar,626,1,1770,3,0.6603,0
12,3,0,7720.03,8.9517,0,0,0.0,0,0,Cheque,Euro,1,1,64,43,1.0,0
16,4,0,71702.55,11.1803,0,0,0.0,0,0,ACH,Mexican Peso,1,1,2,115,1.0,0
20,4,0,137.94,4.934,0,0,0.0,0,0,Credit Card,US Dollar,626,1,1770,18,0.1362,0
8,5,0,157417.59,11.9667,0,0,0.0,0,0,Cheque,Rupee,1,1,2,2,1.0,0
12,2,0,2019.16,7.6109,0,0,0.0,0,0,Cash,US Dollar,1,1,45,25,1.0,0
11,5,0,1135.25,7.0355,0,0,0.0,0,0,Cash,US Dollar,1,1,380,15,1.0,0
14,1,0,12.7,2.6174,0,0,0.0,0,0,Wire,Rupee,1,1,14,2,1.0,0
6,1,0,16724.08,9.7247,0,0,0.0,0,0,Credit Card,Shekel,1,1,12,24,1.0,0
9,2,0,1169.95,7.0656,0,0,0.0,0,0,Cheque,US Dollar,1,1,89,174,1.0,0
8,0,0,434.25,6.0759,0,0,0.0,0,0,Cheque,Euro,1,1,37,9,1.0,0
12,3,0,1730.12,7.4565,0,0,0.0,0,0,Cash,Euro,1,1,14,19,1.0,0
0,3,1,1149.0,7.0475,1,0,0.0,1,1,Reinvestment,US Dollar,1,1,1,1,1.0,0
10,4,0,8585494.48,15.9656,0,0,0.0,0,0,ACH,Rupee,1,1,100,13,1.0,0
20,1,0,397.65,5.9881,0,0,0.0,0,0,Credit Card,US Dollar,1,1,31,9,1.0,0
3,0,1,467.82,6.1502,0,0,0.0,0,0,Cash,Euro,1,1,194,18,1.0,0
10,3,0,930.3,6.8366,0,0,0.0,0,0,ACH,Euro,1,1,79,1,1.0,0
0,1,1,2.74,1.3191,0,0,0.0,0,0,Credit Card,US Dollar,1,1,71,27,1.0,0
11,0,0,763288.33,13.5454,0,0,0.0,0,0,Credit Card,Rupee,1,1,23,12,1.0,0
22,2,1,25287.55,10.1381,0,0,0.0,0,0,Credit Card,US Dollar,1,1,44,16,1.0,0
6,0,0,135.19,4.9141,0,0,0.0,0,0,Credit Card,US Dollar,1,1,23,35,1.0,0
8,3,0,808.53,6.6965,0,0,0.0,0,0,Cheque,US Dollar,1,1,7,27,1.0,0
12,1,0,2606.45,7.8661,0,0,0.0,0,0,Cheque,US Dollar,1,1,1,7,1.0,0
2,4,1,5.15,1.8165,0,0,0.0,0,0,ACH,Euro,1,1,59,4,1.0,0
19,3,0,164.99,5.1119,0,0,0.0,1,1,Reinvestment,Yuan,1,1,11,15,1.0,0
14,4,0,332.05,5.8083,0,0,0.0,0,0,Credit Card,Euro,1,1,176,5,1.0,0
1,3,1,3630.42,8.1974,0,0,0.0,0,0,Cheque,Euro,383,1,1770,27,3.7214,0
2,3,1,21319.5,9.9674,0,0,0.0,0,0,Cheque,US Dollar,1,1,32,37,1.0,0
22,3,1,91.91,4.5316,0,0,0.0,0,0,Credit Card,Swiss Franc,2,2,26,9,0.2022,0
0,3,1,9.56,2.3571,0,0,0.0,1,1,Reinvestment,Euro,1,1,10,14,1.0,0
0,3,1,82729.8,11.3233,0,0,0.0,1,1,Reinvestment,Australian Dollar,1,1,3,5,1.0,0
3,4,1,552.11,6.3156,0,0,0.0,0,0,Cheque,US Dollar,1,1,1,12,1.0,0
17,1,0,1132.35,7.0329,0,0,0.0,0,0,Cheque,Euro,1,1,15,13,1.0,0
0,4,1,298.0,5.7004,1,0,0.0,0,0,Cheque,US Dollar,626,1,1770,24,0.2943,0
9,1,0,8277.13,9.0214,0,0,0.0,0,0,Cheque,US Dollar,1,1,45,15,1.0,0
22,1,1,3892.98,8.2672,0,0,0.0,0,0,Credit Card,Brazil Real,1,1,41,12,1.0,0
10,4,0,42.44,3.7714,0,0,0.0,0,0,ACH,US Dollar,1,1,1,3,1.0,0
9,5,0,86.78,4.4748,0,0,0.0,0,0,Cash,US Dollar,1,1,25,16,1.0,0
2,3,1,0.01,0.01,0,0,0.0,0,0,Cheque,Brazil Real,1,1,1,12,1.0,0
20,4,0,21.4,3.1091,0,0,0.0,0,0,Cheque,US Dollar,1,1,66,29,1.0,0
17,4,0,179.62,5.1964,0,0,0.0,0,0,Cheque,Canadian Dollar,1,1,2,16,1.0,0
11,2,0,548.09,6.3083,0,0,0.0,0,0,Cheque,US Dollar,626,1,1770,4,0.5413,0
3,0,1,119.38,4.7907,0,0,0.0,0,0,ACH,US Dollar,1,1,12,18,1.0,0
14,4,0,250.19,5.5262,0,0,0.0,0,0,Credit Card,US Dollar,1,1,29,7,1.0,0
5,0,1,7361.5,8.9042,0,0,0.0,0,0,Cheque,US Dollar,626,1,1770,15,7.27,0
16,1,0,71708.69,11.1804,0,0,0.0,0,0,Cash,US Dollar,626,1,1770,15,70.8175,0
16,3,0,5724.08,8.6526,0,0,0.0,0,1,Credit Card,Mexican Peso,1,1,23,12,1.0,0
9,3,0,21.18,3.0992,0,0,0.0,1,1,Reinvestment,Swiss Franc,1,1,26,13,1.0,0
0,3,1,31686.41,10.3637,0,0,0.0,1,1,Reinvestment,Rupee,1,1,8,6,1.0,0
10,1,0,217.72,5.3878,0,0,0.0,0,0,ACH,Swiss Franc,1,1,54,5,1.0,0
4,3,1,1753.84,7.4701,0,0,0.0,0,0,Cheque,US Dollar,1,1,79,13,1.0,0
0,3,1,8764.28,9.0786,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,31,27,1.0,0
2,4,1,345.48,5.8478,0,0,0.0,0,0,Credit Card,US Dollar,1,1,66,18,1.0,0
0,5,1,65.58,4.1984,0,0,0.0,0,0,Cheque,US Dollar,1,1,5,27,1.0,0
10,3,0,300367.56,12.6128,0,0,0.0,0,0,Cheque,US Dollar,3,1,106,3,3.1921,0
23,0,1,1776.89,7.4832,0,0,0.0,0,0,Cheque,US Dollar,1,1,2,12,1.0,0
22,3,1,226927.12,12.3324,0,0,0.0,0,0,Cheque,Yuan,2,1,38,18,1.9405,0
13,3,0,12299.63,9.4174,0,0,0.0,0,0,Cheque,Yen,1,1,28,26,1.0,0
0,3,1,513228.31,13.1485,0,0,0.0,1,1,Reinvestment,Yuan,1,1,6,15,1.0,0
20,6,0,318516.93,12.6714,0,0,0.0,0,0,Cheque,Rupee,1,1,58,12,1.0,0
0,3,1,685398.93,13.4378,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,13,17,1.0,0
20,1,0,1418.45,7.258,0,0,0.0,0,0,Cash,US Dollar,1,1,29,174,1.0,0
18,5,0,256.31,5.5503,0,0,0.0,0,0,Cheque,Canadian Dollar,49,1,1770,4,0.1603,0
2,1,1,2967.11,7.9957,0,0,0.0,0,0,Credit Card,Euro,383,1,1770,14,3.0414,0
8,3,0,2707304.6,14.8115,0,0,0.0,0,0,Cheque,US Dollar,626,1,1770,7,2673.6566,0
16,3,0,230834.01,12.3495,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,35,29,1.0,0
2,1,1,3446.08,8.1453,0,0,0.0,0,0,Credit Card,Saudi Riyal,1,1,7,13,1.0,0
12,0,0,27626.88,10.2266,0,0,0.0,0,0,Credit Card,US Dollar,626,2,1770,11,27.2835,0
20,0,0,168.3,5.1317,0,0,0.0,0,0,Credit Card,US Dollar,1,1,30,17,1.0,0
15,4,0,1676.71,7.4252,0,0,0.0,0,0,Cheque,Swiss Franc,31,1,1770,14,2.7076,0
4,4,1,59.24,4.0983,0,0,0.0,0,0,Credit Card,Saudi Riyal,1,1,46,7,1.0,0
5,0,1,212926.46,12.2687,0,0,0.0,0,0,Cheque,Euro,1,1,18,10,1.0,0
18,6,0,97.69,4.592,0,0,0.0,0,1,Cash,Ruble,1,1,59,40,1.0,0
11,3,0,0.01,0.01,0,0,0.0,0,0,Cheque,Canadian Dollar,1,1,1,16,1.0,0
12,0,0,884.82,6.7865,0,0,0.0,0,0,ACH,Australian Dollar,1,1,34,43,1.0,0
10,3,0,144.07,4.9772,0,0,0.0,0,0,ACH,US Dollar,1,1,89,2,1.0,0
9,0,0,3812.4,8.2463,0,0,0.0,0,0,ACH,Euro,1,1,39,10,1.0,0
7,3,0,1412.2,7.2536,0,0,0.0,0,0,ACH,US Dollar,1,2,10,16,1.0,0
0,4,1,18.63,2.9771,0,0,0.0,0,0,Credit Card,Euro,1,1,11,33,1.0,0
15,3,0,10169.66,9.2273,0,0,0.0,0,0,Cheque,Euro,2,1,12,9,1.9515,0
2,4,1,0.641253,0.4955,0,0,0.0,1,1,Bitcoin,Bitcoin,1,1,28,24,1.0,0
5,0,1,963621.31,13.7785,0,0,0.0,0,0,Cheque,US Dollar,3,1,41,28,7.3334,0
10,0,0,247525.86,12.4193,0,0,0.0,0,0,Credit Card,Rupee,106,1,1770,26,3.0201,0
9,0,0,45.08,3.8304,0,0,0.0,0,0,Credit Card,US Dollar,2,1,52,11,0.1708,0
4,3,1,158405.62,11.9729,0,0,0.0,0,0,Credit Card,Ruble,1,1,83,9,1.0,0
5,3,1,3266.85,8.0919,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,1,1,1.0,0
10,1,0,94.1,4.5549,0,0,0.0,0,0,Cheque,US Dollar,1,1,53,17,1.0,0
3,6,1,348.26,5.8558,0,0,0.0,0,0,Cheque,US Dollar,1,1,69,56,1.0,0
14,3,0,1962.2,7.5823,0,0,0.0,0,0,ACH,US Dollar,4,2,372,32,0.1365,0
21,3,0,84845.01,11.3486,0,0,0.0,0,0,Cheque,Euro,1,1,13,19,1.0,0
13,0,0,0.015738,0.0156,0,0,0.0,0,0,Bitcoin,Bitcoin,1,1,50,53,1.0,0
23,4,1,719.0,6.5793,1,0,0.0,0,0,Cheque,Euro,1,1,68,7,1.0,0
5,1,1,563.06,6.3352,0,0,0.0,0,0,Credit Card,US Dollar,1,1,89,33,1.0,0
5,5,1,12406.9,9.4261,0,0,0.0,0,0,Credit Card,US Dollar,1,1,31,19,1.0,0
3,3,1,532.44,6.2793,0,0,0.0,0,0,Cheque,US Dollar,1,1,35,11,1.0,0
5,1,1,86.78,4.4748,0,0,0.0,0,0,Credit Card,US Dollar,2,2,53,39,1.3875,0
19,2,0,456.36,6.1255,0,0,0.0,0,0,Cheque,Euro,1,1,4,9,1.0,0
20,4,0,239.35,5.4821,0,0,0.0,0,0,ACH,Euro,2,1,79,39,0.0007,0
19,3,0,2060.4,7.6311,0,0,0.0,0,0,Cheque,US Dollar,626,1,1770,45,2.0348,0
8,0,0,105.0,4.6634,1,0,0.0,0,0,Wire,Brazil Real,1,1,40,22,1.0,0
0,3,1,343.67,5.8426,0,0,0.0,0,0,Cheque,Euro,383,1,1770,31,0.3523,0
7,4,0,1573.16,7.3615,0,0,0.0,0,0,Cheque,Euro,1,1,30,10,1.0,0
11,2,0,42.76,3.7787,0,0,0.0,0,0,Cash,US Dollar,626,1,1770,7,0.0422,0
22,0,1,15.45,2.8003,0,0,0.0,0,0,ACH,Euro,1,1,20,30,1.0,0
4,3,1,328269.59,12.7016,0,0,0.0,1,1,Reinvestment,Euro,1,1,39,26,1.0,0
8,3,0,13429.93,9.5053,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,69,30,1.0,0
0,3,1,72.93,4.3031,0,0,0.0,0,0,Credit Card,US Dollar,1,1,9,49,1.0,0
6,3,0,47278.14,10.7638,0,0,0.0,1,1,Reinvestment,Shekel,1,1,1,1,1.0,0
2,4,1,163779.07,12.0063,0,0,0.0,0,0,Cheque,Rupee,1,1,5,23,1.0,0
1,3,1,2508969.17,14.7354,0,0,0.0,1,1,Reinvestment,Ruble,1,1,10,18,1.0,0
2,3,1,726.77,6.59,0,0,0.0,0,0,Cheque,Canadian Dollar,1,1,53,12,1.0,0
2,2,1,1240.04,7.1237,0,0,0.0,0,0,Cheque,Canadian Dollar,1,1,3,10,1.0,0
16,6,0,914.02,6.8189,0,0,0.0,0,0,Cheque,Euro,1,1,22,8,1.0,0
0,4,1,128.81,4.8661,0,0,0.0,0,0,Credit Card,Saudi Riyal,1,1,1,53,1.0,0
5,3,1,8213.66,9.0137,0,0,0.0,0,0,Cheque,US Dollar,3,2,380,15,1.0,0
5,1,1,68216.45,11.1305,0,0,0.0,0,0,Credit Card,Yen,1,1,22,5,1.0,0
5,4,1,267.85,5.5942,0,0,0.0,0,0,Wire,US Dollar,1,1,42,18,1.0,0
2,3,1,5567.72,8.6249,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,7,15,1.0,0
7,3,0,191.0,5.2575,1,0,0.0,0,0,Credit Card,Euro,2,1,82,30,0.0374,0
0,3,1,83636.9,11.3343,0,0,0.0,0,0,Cheque,Canadian Dollar,1,1,4,4,1.0,0
13,4,0,6781.99,8.8222,0,0,0.0,0,0,Credit Card,Euro,383,1,1770,40,6.9519,0
10,4,0,314.62,5.7545,0,0,0.0,0,0,Cheque,Saudi Riyal,1,1,100,24,1.0,0
16,3,0,784.81,6.6667,0,1,5.697583,1,1,ACH,US Dollar,1,1,66,34,1.0,0
11,5,0,7262.55,8.8906,0,0,0.0,0,0,Cheque,US Dollar,1,1,28,29,1.0,0
19,4,0,822344.32,13.6199,0,0,0.0,0,0,Cash,Brazil Real,58,1,1770,64,87.6864,0
18,1,0,61.66,4.1377,0,0,0.0,0,0,Credit Card,US Dollar,1,1,46,25,1.0,0
8,0,0,926.09,6.8321,0,0,0.0,0,0,Cash,Euro,1,1,33,3,1.0,0
5,4,1,10538.26,9.2629,0,0,0.0,0,0,ACH,Saudi Riyal,1,1,1,7,1.0,0
7,4,0,4268.09,8.3592,0,0,0.0,0,0,Credit Card,Euro,1,1,82,174,1.0,0
2,4,1,7.76,2.1702,0,0,0.0,0,0,Credit Card,US Dollar,1,1,8,16,1.0,0
1,3,1,1118.94,7.021,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,89,58,1.0,0
8,4,0,351833289.17,19.6787,0,0,0.0,0,0,Cheque,Yuan,1,2,41,12,1.0,0
2,3,1,171.25,5.1489,0,0,0.0,0,0,Cheque,US Dollar,1,1,380,47,1.0,0
12,5,0,2996.36,8.0055,0,0,0.0,0,0,Cheque,Yuan,1,1,37,5,1.0,0
23,3,1,6576.58,8.7914,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,3,5,1.0,0
2,3,1,2955.82,7.9919,0,0,0.0,0,0,ACH,Euro,1,1,5,13,1.0,0
15,3,0,20509.43,9.9287,0,0,0.0,0,0,ACH,Canadian Dollar,1,1,15,15,1.0,0
0,3,1,71.45,4.2829,0,0,0.0,1,1,Reinvestment,Shekel,1,1,2,4,1.0,0
2,4,1,1090.62,6.9954,0,0,0.0,0,0,Cash,Yuan,1,2,1,12,1.0,0
12,6,0,1054.24,6.9615,0,0,0.0,0,0,Cheque,Australian Dollar,1,1,12,5,1.0,0
18,0,0,1600.39,7.3786,0,0,0.0,0,0,Cheque,US Dollar,1,2,194,5,1.0,0
0,3,1,4833177.0,15.391,1,0,0.0,0,0,Cheque,Brazil Real,1,1,8,185,1.0,0
11,6,0,25171.66,10.1335,0,0,0.0,0,0,ACH,Euro,1,1,15,37,1.0,0
8,4,0,985.1,6.8938,0,0,0.0,0,0,Cash,US Dollar,1,1,73,6,1.0,0
6,3,0,214907.16,12.278,0,0,0.0,0,0,Wire,Canadian Dollar,1,2,18,3,1.0,0
1,4,1,851.42,6.7481,0,0,0.0,0,0,Credit Card,US Dollar,1,1,380,18,1.0,0
5,4,1,690.88,6.5394,0,0,0.0,0,0,ACH,US Dollar,1,1,1,19,1.0,0
8,3,0,36.64,3.6281,0,0,0.0,0,0,Cheque,Euro,1,1,95,29,1.0,0
8,4,0,2358.22,7.7661,0,0,0.0,0,0,Credit Card,Australian Dollar,2,2,3,8,1.5498,0
19,5,0,110.1,4.7104,0,0,0.0,0,0,Credit Card,Euro,1,1,26,11,1.0,0
21,4,0,1034.29,6.9424,0,0,0.0,0,0,Cheque,US Dollar,2,1,89,31,0.0014,0
7,1,0,3926.09,8.2757,0,0,0.0,0,0,Cheque,Euro,1,1,41,7,1.0,0
0,3,1,66590.46,11.1063,0,0,0.0,0,0,Cash,Euro,1,1,7,6,1.0,0
9,4,0,20797.04,9.9426,0,0,0.0,0,0,Cash,US Dollar,626,1,1770,15,20.5386,0
12,4,0,51658.96,10.8524,0,0,0.0,0,0,Credit Card,Yuan,1,1,380,25,1.0,0
20,4,0,12995.27,9.4724,0,0,0.0,0,0,Cheque,Shekel,1,1,39,18,1.0,0
22,0,1,11.9,2.5572,0,0,0.0,0,0,Credit Card,US Dollar,1,1,380,25,1.0,0
20,5,0,0.029279,0.0289,0,0,0.0,0,0,Bitcoin,Bitcoin,1,1,38,15,1.0,0
0,3,1,1970382.11,14.4937,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,17,16,1.0,0
0,3,1,4.6,1.7228,0,0,0.0,1,1,Reinvestment,Swiss Franc,1,1,6,12,1.0,0
1,6,1,1050.08,6.9576,0,0,0.0,0,0,Cheque,Euro,383,1,1770,14,1.0764,0
16,4,0,228.77,5.4371,0,0,0.0,0,0,Credit Card,Australian Dollar,1,1,13,3,1.0,0
6,3,0,37.15,3.6415,0,0,0.0,0,0,Cheque,UK Pound,1,1,32,15,1.0,0
9,0,0,630.2,6.4476,0,0,0.0,0,0,Cheque,Euro,1,1,59,37,1.0,0
23,4,1,17074.27,9.7454,0,0,0.0,0,0,Cheque,Ruble,1,1,55,5,1.0,0
16,1,0,40426.5,10.6073,0,0,0.0,0,0,ACH,Brazil Real,1,1,20,22,1.0,0
0,3,1,7.64,2.1564,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,11,7,1.0,0
15,4,0,74.86,4.3289,0,0,0.0,0,0,Credit Card,Australian Dollar,1,1,34,16,1.0,0
0,3,1,228.99,5.438,0,0,0.0,1,1,Reinvestment,Euro,1,1,82,41,1.0,0
4,4,1,73.05,4.3047,0,1,0.545791,1,1,ACH,Euro,1,1,21,22,1.0,0
20,4,0,9.23,2.3253,0,0,0.0,0,1,ACH,Australian Dollar,1,1,24,18,1.0,0
8,2,0,169.08,5.1363,0,0,0.0,0,0,Cheque,Saudi Riyal,1,1,146,2,1.0,0
3,3,1,176.88,5.1811,0,0,0.0,0,0,Cash,Yuan,1,1,1,4,1.0,0
22,3,1,267.21,5.5918,0,0,0.0,0,0,Credit Card,Mexican Peso,1,1,56,12,1.0,0
8,3,0,157.81,5.0677,0,0,0.0,0,0,Cash,US Dollar,626,1,1770,2,0.1558,0
12,3,0,724.51,6.5869,0,0,0.0,0,0,Cheque,Saudi Riyal,1,1,14,9,1.0,0
0,5,1,1123.27,7.0249,0,0,0.0,0,0,Cheque,Euro,1,1,22,17,1.0,0
3,3,1,83515.52,11.3328,0,0,0.0,0,0,Credit Card,Yen,1,1,12,6,1.0,0
23,3,1,4643.43,8.4434,0,0,0.0,0,0,ACH,Australian Dollar,1,1,43,55,1.0,0
16,2,0,376.92,5.9347,0,0,0.0,0,0,Cheque,US Dollar,2,2,53,29,1.0,0
9,3,0,11754.14,9.372,0,0,0.0,0,0,Credit Card,US Dollar,1,1,19,10,1.0,0
3,4,1,93.2,4.5454,0,0,0.0,0,0,Credit Card,US Dollar,626,1,1770,5,0.092,1
18,0,0,82.51,4.425,0,0,0.0,0,0,Cheque,Euro,1,1,30,26,1.0,0
21,0,0,206003.22,12.2357,0,0,0.0,0,0,Cheque,Brazil Real,58,1,1770,43,21.9661,0
13,3,0,3315.75,8.1067,0,0,0.0,1,1,Reinvestment,US Dollar,1,1,372,174,1.0,0
0,3,1,444386.44,13.0045,0,0,0.0,0,0,Cheque,Euro,1,1,68,9,1.0,0
7,4,0,5431.98,8.6002,0,0,0.0,0,0,Credit Card,US Dollar,1,1,35,29,1.0,0
19,4,0,1150.11,7.0485,0,0,0.0,0,0,Credit Card,US Dollar,1,1,51,6,1.0,0
0,5,1,153.59,5.0408,0,0,0.0,0,0,Credit Card,Euro,1,1,6,32,1.0,0
9,4,0,1844.41,7.5205,0,0,0.0,0,0,ACH,Euro,1,1,1,2,1.0,0
7,3,0,140178.77,11.8507,0,0,0.0,0,0,Credit Card,Brazil Real,58,1,1770,27,14.9472,0
17,4,0,316.99,5.762,0,0,0.0,0,0,ACH,US Dollar,1,1,1,11,1.0,0
18,4,0,720.88,6.5819,0,0,0.0,0,0,Cheque,Euro,1,1,42,13,1.0,0
11,4,0,643039.64,13.374,0,0,0.0,0,0,Cheque,Rupee,1,1,13,14,1.0,0
1,4,1,315.61,5.7577,0,0,0.0,0,0,Cheque,US Dollar,1,1,40,40,1.0,0
3,2,1,3.83,1.5748,0,0,0.0,0,0,Cheque,US Dollar,3,2,5,4,0.1059,0
15,0,0,11.23,2.5039,0,0,0.0,0,0,Cash,US Dollar,1,1,372,24,1.0,0
0,3,1,291937.2,12.5843,0,0,0.0,1,1,Reinvestment,Rupee,1,1,1,1,1.0,0
6,4,0,1805.74,7.4993,0,0,0.0,0,0,Wire,US Dollar,3,1,372,58,16.1674,0
0,5,1,3791.85,8.2409,0,0,0.0,0,0,Credit Card,Ruble,1,1,9,2,1.0,0
0,1,1,19.6,3.0253,0,0,0.0,0,0,Credit Card,US Dollar,1,1,11,20,1.0,0
4,3,1,30743623.25,17.2412,0,0,0.0,1,1,Reinvestment,Rupee,2,1,21,13,1.7498,0
12,2,0,4351.63,8.3785,0,0,0.0,0,0,Cash,Swiss Franc,1,1,90,106,1.0,0
18,4,0,60.15,4.1133,0,0,0.0,0,0,Cash,US Dollar,1,1,1,7,1.0,0
10,5,0,1160.12,7.0571,0,0,0.0,0,0,Credit Card,Euro,2,1,53,34,1.9753,0
13,3,0,6801.22,8.825,0,0,0.0,0,0,Cheque,Yuan,1,1,9,7,1.0,0
