id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,pub_rec_bankruptcies,default_bool
844727,1055770,1600,1600,1600.0, 36 months,13.99%,54.68,C,C3,10+ years,MORTGAGE,130000.0,Verified,Aug-11,moving,349xx,FL,9.01,1,Feb-98,1,23.0,,8,0,13457,86.80%,25,1737.194652,1737.19,1600.0,137.19,0.0,0.0,0.0,Apr-12,1356.0,May-12,0.0,0
844713,1055756,9000,9000,8975.0, 36 months,8.49%,284.07,A,A5,2 years,MORTGAGE,75000.0,Source Verified,Aug-11,debt_consolidation,744xx,OK,8.46,0,Oct-98,1,,,8,0,8748,60.30%,35,10226.36219,10197.96,9000.0,1226.36,0.0,0.0,0.0,Aug-14,306.9,Aug-15,0.0,0
844677,1055709,11200,11200,11200.0, 36 months,9.99%,361.34,B,B1,10+ years,RENT,61000.0,Verified,Aug-11,debt_consolidation,770xx,TX,24.16,0,May-95,1,,,18,0,543,0.90%,46,13008.23648,13008.24,11200.0,1808.24,0.0,0.0,0.0,Aug-14,388.97,Apr-16,0.0,0
844641,1055662,14000,14000,13750.0, 36 months,9.99%,451.68,B,B1,3 years,RENT,120000.0,Not Verified,Aug-11,debt_consolidation,946xx,CA,6.36,0,Sep-99,0,,,4,0,15891,68.80%,7,16260.26672,15969.9,14000.0,2260.27,0.0,0.0,0.0,Aug-14,491.43,Mar-15,0.0,0
844633,1055651,15000,15000,14750.0, 36 months,15.99%,527.29,D,D2,2 years,MORTGAGE,85000.0,Verified,Aug-11,wedding,983xx,WA,21.13,0,Sep-97,0,,104.0,6,1,12721,95.60%,12,18982.04798,18665.68,15000.0,3982.05,0.0,0.0,0.0,Aug-14,547.8,May-16,1.0,0
844615,1055618,1400,1400,1400.0, 36 months,14.79%,48.39,C,C4,3 years,MORTGAGE,48000.0,Source Verified,Aug-11,home_improvement,960xx,CA,10.9,0,Jun-05,3,,,3,0,556,39.70%,13,1527.026334,1527.03,1400.0,127.03,0.0,0.0,0.0,Apr-12,1189.57,Jun-15,0.0,0
750151,949450,5325,5325,5325.0, 36 months,10.99%,174.31,B,B3,< 1 year,RENT,25000.0,Not Verified,Aug-11,debt_consolidation,708xx,LA,18.19,0,Sep-06,0,33.0,,5,0,1721,15.80%,13,6156.341063,6156.34,5325.0,831.34,0.0,0.0,0.0,Aug-13,2159.88,Apr-14,0.0,0
841835,1052427,4800,4800,4800.0, 36 months,9.99%,154.86,B,B1,10+ years,MORTGAGE,38628.96,Not Verified,Aug-11,other,734xx,OK,16.5,0,Jun-93,1,,87.0,9,1,9966,57.30%,27,5574.958485,5574.96,4800.0,774.96,0.0,0.0,0.0,Aug-14,174.24,May-16,1.0,0
808541,1015277,16425,16425,16400.0, 60 months,19.29%,428.7,E,E4,< 1 year,RENT,38800.0,Verified,Aug-11,debt_consolidation,797xx,TX,24.22,0,Sep-99,2,,,5,0,19808,97.60%,14,22354.64998,22320.62,16425.0,5880.55,49.09999987,0.0,0.0,Jan-15,2428.6,Jan-15,0.0,0
844451,1055384,8000,8000,8000.0, 36 months,9.99%,258.1,B,B1,< 1 year,RENT,53052.0,Source Verified,Aug-11,other,790xx,TX,18.95,0,Mar-05,0,,,4,0,4556,53.60%,7,9291.597478,9291.6,8000.0,1291.6,0.0,0.0,0.0,Aug-14,288.32,Aug-14,0.0,0
844203,1055107,10000,10000,10000.0, 36 months,13.49%,339.31,C,C2,5 years,MORTGAGE,83050.0,Verified,Aug-11,debt_consolidation,450xx,OH,22.56,0,Nov-00,1,,,14,0,25415,73.20%,25,12214.91792,12214.92,10000.0,2214.92,0.0,0.0,0.0,Aug-14,382.95,Aug-14,0.0,0
844558,1055508,14400,14400,14400.0, 60 months,11.49%,316.63,B,B4,2 years,OWN,34920.0,Verified,Aug-11,debt_consolidation,320xx,FL,23.99,0,Dec-01,1,,,16,0,3053,7.60%,34,16525.74731,16525.75,14400.0,2125.75,0.0,0.0,0.0,Feb-13,8766.27,May-16,0.0,0
844536,1055481,2000,2000,2000.0, 36 months,5.42%,60.32,A,A1,10+ years,MORTGAGE,59000.0,Not Verified,Aug-11,major_purchase,403xx,KY,2.4,0,May-95,1,,,15,0,11019,17.60%,42,2171.507072,2171.51,2000.0,171.51,0.0,0.0,0.0,Aug-14,67.66,Jan-16,0.0,0
844527,1055470,1000,1000,1000.0, 36 months,11.99%,33.21,B,B5,1 year,RENT,34800.0,Source Verified,Aug-11,other,782xx,TX,20.69,0,Oct-02,2,66.0,,11,0,4641,77.30%,27,1038.660679,1038.66,1000.0,38.66,0.0,0.0,0.0,Dec-11,939.17,Jan-12,0.0,0
844485,1055423,20000,20000,19700.0, 60 months,11.99%,444.79,B,B5,9 years,MORTGAGE,52000.0,Verified,Aug-11,debt_consolidation,141xx,NY,25.06,0,Apr-97,0,,,9,0,19324,56.70%,23,22890.62354,22547.26,20000.0,2890.62,0.0,0.0,0.0,Dec-12,16227.66,Apr-16,0.0,0
844483,1055419,10000,10000,10000.0, 36 months,9.99%,322.63,B,B1,3 years,RENT,53000.0,Source Verified,Aug-11,debt_consolidation,900xx,CA,13.97,1,Aug-95,1,13.0,,16,0,9638,45.50%,39,11292.75429,11292.75,10000.0,1292.75,0.0,0.0,0.0,Mar-14,243.07,Mar-14,0.0,0
841864,1052459,25000,25000,24975.0, 60 months,20.62%,671.01,F,F2,8 years,MORTGAGE,84000.0,Verified,Aug-11,debt_consolidation,010xx,MA,11.67,0,Nov-00,2,,,15,0,21243,62.80%,28,36286.79158,36250.5,25000.0,11286.79,0.0,0.0,0.0,Apr-14,15497.91,Aug-15,0.0,0
844427,1055358,35000,35000,24100.0, 60 months,15.23%,836.88,C,C5,5 years,MORTGAGE,190000.0,Source Verified,Aug-11,home_improvement,549xx,WI,0.9,0,Jun-00,2,,,9,0,7500,22.90%,33,39387.22287,27120.92,35000.0,4387.22,0.0,0.0,0.0,Aug-12,5194.15,Apr-16,0.0,0
799106,1004268,5000,5000,5000.0, 36 months,8.49%,157.82,A,A5,10+ years,MORTGAGE,33000.0,Not Verified,Aug-11,credit_card,310xx,GA,8.22,0,Apr-92,3,,,9,0,1303,6.70%,44,5679.756574,5679.76,5000.0,679.76,0.0,0.0,0.0,Aug-14,173.85,May-16,0.0,0
844407,1055333,25000,25000,25000.0, 36 months,16.49%,884.99,D,D3,7 years,RENT,72000.0,Source Verified,Aug-11,debt_consolidation,023xx,MA,18.18,0,Jun-01,2,52.0,,9,0,10630,50.40%,23,31682.7258,31682.73,25000.0,6682.73,0.0,0.0,0.0,Mar-14,5152.4,Apr-16,0.0,0
844375,1055299,2600,2600,2600.0, 60 months,17.49%,65.31,D,D5,2 years,RENT,40000.0,Source Verified,Aug-11,debt_consolidation,352xx,AL,13.02,0,Dec-97,1,,91.0,10,1,2766,79%,11,1327.08,1327.08,54.82,166.0,14.95771472,1091.3,272.825,Feb-12,106.42,May-16,1.0,1
839065,1049201,10000,10000,10000.0, 36 months,9.99%,322.63,B,B1,1 year,RENT,65000.0,Source Verified,Aug-11,small_business,105xx,NY,1.61,0,Nov-97,1,,,4,0,5122,18.20%,8,11614.46797,11614.47,10000.0,1614.47,0.0,0.0,0.0,Aug-14,351.86,Aug-14,0.0,0
844377,1055301,28000,28000,24890.40099, 60 months,13.49%,644.14,C,C2,10+ years,RENT,67000.0,Verified,Aug-11,debt_consolidation,337xx,FL,25.9,0,Aug-99,3,,,6,0,9426,24.70%,28,37733.05995,32018.66,28000.0,9733.06,0.0,0.0,0.0,Apr-15,10048.45,May-16,0.0,0
844396,1055322,5000,5000,5000.0, 36 months,9.99%,161.32,B,B1,< 1 year,RENT,21600.0,Not Verified,Aug-11,debt_consolidation,481xx,MI,15.5,0,Nov-03,4,,,4,0,3089,22.40%,17,5780.017807,5780.02,5000.0,780.02,0.0,0.0,0.0,Feb-14,1114.82,Apr-14,0.0,0
844358,1055280,7000,7000,5894.22815, 36 months,7.49%,217.72,A,A4,4 years,RENT,28800.0,Not Verified,Aug-11,debt_consolidation,670xx,KS,20.5,0,Oct-03,1,,,7,0,6494,41.40%,19,7828.176261,6493.9,7000.0,828.18,0.0,0.0,0.0,Jun-14,232.5,Jun-14,0.0,0
843913,1054756,15000,15000,15000.0, 60 months,17.49%,376.76,D,D5,6 years,RENT,130000.0,Source Verified,Aug-11,credit_card,117xx,NY,11.25,0,Feb-97,2,65.0,,17,0,19945,47.30%,25,18381.49151,18381.49,15000.0,3381.49,0.0,0.0,0.0,Jan-13,12370.02,May-16,0.0,0
844362,1055285,6000,6000,5988.997858, 36 months,7.49%,186.61,A,A4,< 1 year,RENT,18000.0,Source Verified,Aug-11,debt_consolidation,947xx,CA,20.47,0,Dec-01,0,,,7,0,9621,41.60%,10,6715.323571,6702.23,6000.0,715.32,0.0,0.0,0.0,Jul-14,295.68,May-16,0.0,0
844352,1055274,13000,13000,13000.0, 36 months,11.99%,431.73,B,B5,5 years,RENT,70000.0,Verified,Aug-11,debt_consolidation,554xx,MN,7.59,0,Oct-00,1,58.0,,12,0,6696,47.50%,26,13383.1311,13383.13,13000.0,383.13,0.0,0.0,0.0,Nov-11,12520.64,May-16,0.0,0
822641,1031090,4000,4000,4000.0, 36 months,11.49%,131.89,B,B4,7 years,RENT,95000.0,Not Verified,Aug-11,vacation,114xx,NY,10.19,0,Jan-02,0,,,13,0,7313,78.60%,21,4747.826411,4747.83,4000.0,747.83,0.0,0.0,0.0,Aug-14,145.66,May-16,0.0,0
844310,1055225,35000,35000,26581.61762, 36 months,10.59%,1139.08,B,B2,3 years,MORTGAGE,60000.0,Verified,Aug-11,small_business,800xx,CO,4.6,0,Nov-96,3,,,7,0,0,0%,29,41006.51828,30012.82,35000.0,6006.52,0.0,0.0,0.0,Aug-14,1155.66,Aug-14,0.0,0
813286,1020727,22100,22100,20010.77505, 60 months,10.99%,480.4,B,B3,4 years,RENT,91800.0,Verified,Aug-11,other,971xx,OR,7.69,0,Sep-05,0,,,6,0,816,9.40%,7,28356.95998,24933.92,22100.0,6256.96,0.0,0.0,0.0,May-15,7237.05,Jun-15,0.0,0
844320,1055235,9600,9600,9600.0, 36 months,10.99%,314.25,B,B3,< 1 year,RENT,46000.0,Not Verified,Aug-11,credit_card,028xx,RI,23.79,0,Feb-02,0,,,11,0,4266,45.40%,17,10800.99159,10800.99,9600.0,1200.99,0.0,0.0,0.0,Jan-13,5791.95,Oct-15,0.0,0
844298,1055209,4500,4500,4500.0, 36 months,13.49%,152.69,C,C2,8 years,RENT,45000.0,Verified,Aug-11,car,782xx,TX,21.57,0,Mar-03,0,58.0,,9,0,22250,80.30%,19,3194.23,3194.23,2261.88,778.0,14.99012044,139.36,1.43,Apr-13,152.69,Sep-13,0.0,1
844261,1055171,5600,5600,5575.0, 36 months,7.49%,174.17,A,A4,< 1 year,MORTGAGE,36000.0,Verified,Aug-11,debt_consolidation,441xx,OH,12.67,1,Sep-88,2,19.0,,18,0,6993,13.70%,50,6269.003804,6241.02,5600.0,669.0,0.0,0.0,0.0,Jul-14,372.45,May-16,0.0,0
844238,1055144,25000,25000,22446.35935, 60 months,12.99%,568.7,C,C1,10+ years,MORTGAGE,82000.0,Verified,Aug-11,debt_consolidation,212xx,MD,14.91,0,Apr-99,0,,,12,0,22839,39.70%,39,33585.46,29121.38,25000.0,8585.46,0.0,0.0,0.0,Jun-15,8026.89,May-16,0.0,0
799861,1005103,14000,14000,14000.0, 60 months,18.39%,358.49,E,E2,9 years,OWN,127035.0,Verified,Aug-11,debt_consolidation,483xx,MI,21.19,0,May-01,1,,,13,0,104406,97.70%,37,21196.84003,21196.84,14000.0,7196.84,0.0,0.0,0.0,Sep-15,3990.68,Mar-16,0.0,0
844228,1055134,4000,4000,4000.0, 36 months,5.99%,121.67,A,A2,2 years,RENT,65000.0,Source Verified,Aug-11,moving,077xx,NJ,13.74,0,Feb-02,2,,,8,0,713,15.80%,17,4380.105313,4380.11,4000.0,380.11,0.0,0.0,0.0,Aug-14,123.27,Aug-14,0.0,0
844156,1055055,5650,5650,5650.0, 36 months,15.99%,198.61,D,D2,< 1 year,OWN,20000.0,Source Verified,Aug-11,credit_card,329xx,FL,10.92,0,Sep-01,0,,87.0,4,1,5665,75.50%,5,7147.31865,7147.32,5650.0,1497.32,0.0,0.0,0.0,Jul-14,420.37,Dec-14,1.0,0
844125,1055019,12000,12000,11750.0, 36 months,12.99%,404.27,C,C1,10+ years,MORTGAGE,180000.0,Verified,Aug-11,debt_consolidation,070xx,NJ,22.3,0,Jun-88,0,,,20,0,114641,89.80%,35,14553.70367,14250.5,12000.0,2553.7,0.0,0.0,0.0,Aug-14,420.27,Apr-16,0.0,0
844120,1055014,6000,6000,6000.0, 36 months,6.99%,185.24,A,A3,< 1 year,RENT,96000.0,Verified,Aug-11,debt_consolidation,103xx,NY,19.68,0,Dec-96,1,,,17,0,36587,22.10%,63,6559.518227,6559.52,6000.0,559.52,0.0,0.0,0.0,Jun-13,2675.61,Jun-13,0.0,0
844104,1054997,16000,16000,14778.2919, 60 months,13.99%,372.21,C,C3,10+ years,MORTGAGE,68000.0,Not Verified,Aug-11,debt_consolidation,554xx,MN,10.52,0,Aug-96,1,,,6,0,8386,58.20%,16,22141.25,19845.29,16000.0,6141.25,0.0,0.0,0.0,Nov-15,3902.96,Nov-15,0.0,0
843731,1054551,3625,3625,3625.0, 36 months,13.49%,123.0,C,C2,10+ years,MORTGAGE,20000.0,Source Verified,Aug-11,debt_consolidation,553xx,MN,21.24,0,Mar-00,1,,,9,0,13399,65.40%,17,4427.906734,4427.91,3625.0,802.91,0.0,0.0,0.0,Aug-14,140.92,Nov-14,0.0,0
844070,1054954,10000,10000,10000.0, 36 months,11.49%,329.72,B,B4,3 years,RENT,130000.0,Not Verified,Aug-11,vacation,021xx,MA,9.66,0,Dec-96,1,,,8,0,8802,55.70%,39,10779.27363,10779.27,10000.0,779.27,0.0,0.0,0.0,May-12,8148.61,May-16,0.0,0
842329,1052999,25000,25000,21263.7746, 60 months,15.23%,597.78,C,C5,1 year,RENT,75000.0,Verified,Aug-11,debt_consolidation,328xx,FL,12.66,0,Sep-01,3,59.0,,11,0,1407,7.50%,34,30281.56779,23628.84,25000.0,5251.68,29.89,0.0,0.0,Apr-13,6942.4,May-13,0.0,0
843770,1054597,25000,25000,23944.75635, 60 months,13.49%,575.12,C,C2,< 1 year,MORTGAGE,124000.0,Verified,Aug-11,home_improvement,951xx,CA,5.25,0,May-01,3,,,18,0,18091,13.60%,41,31830.13231,29890.93,25000.0,6830.13,0.0,0.0,0.0,Feb-14,15174.18,Mar-14,0.0,0
844022,1054895,18000,18000,17750.0, 36 months,13.49%,610.75,C,C2,6 years,RENT,78000.0,Not Verified,Aug-11,debt_consolidation,800xx,CO,18.58,0,Sep-96,0,,,7,0,12806,92.10%,19,21986.91686,21681.54,18000.0,3986.92,0.0,0.0,0.0,Aug-14,636.31,May-16,0.0,0
844008,1054883,8000,8000,8000.0, 36 months,11.99%,265.68,B,B5,7 years,MORTGAGE,100800.0,Not Verified,Aug-11,credit_card,601xx,IL,17.31,0,May-97,1,65.0,,16,0,18543,74.50%,36,8587.700529,8587.7,8000.0,587.7,0.0,0.0,0.0,Apr-12,6728.77,May-16,0.0,0
844002,1054871,3000,3000,3000.0, 36 months,10.99%,98.21,B,B3,,MORTGAGE,71400.0,Not Verified,Aug-11,major_purchase,302xx,GA,3.33,1,Jul-79,3,19.0,,8,0,3190,58%,23,3535.218335,3535.22,3000.0,535.22,0.0,0.0,0.0,Aug-14,113.95,Aug-14,0.0,0
843757,1054582,11000,11000,11000.0, 36 months,13.49%,373.24,C,C2,6 years,RENT,29000.0,Not Verified,Aug-11,debt_consolidation,275xx,NC,13.94,0,Jun-06,1,,,14,0,11689,37.30%,16,13436.41779,13436.42,11000.0,2436.42,0.0,0.0,0.0,Aug-14,410.9,Aug-14,0.0,0
843925,1054768,11200,11200,11200.0, 36 months,13.99%,382.74,C,C3,4 years,RENT,54000.0,Not Verified,Aug-11,debt_consolidation,341xx,FL,20.04,0,Jun-00,2,36.0,,11,0,14447,88.10%,33,13338.17314,13338.17,11200.0,2138.17,0.0,0.0,0.0,Jun-13,5315.15,May-16,0.0,0
839811,1050056,6800,6800,6550.0, 36 months,10.59%,221.31,B,B2,10+ years,RENT,54000.0,Source Verified,Aug-11,debt_consolidation,959xx,CA,13.53,1,Oct-99,0,21.0,,13,0,6639,39.80%,26,7505.934966,7229.98,6800.0,705.93,0.0,0.0,0.0,Oct-12,4634.98,May-16,0.0,0
843914,1054758,20000,20000,18275.0, 60 months,16.49%,491.59,D,D3,3 years,MORTGAGE,72000.0,Verified,Aug-11,wedding,750xx,TX,24.58,0,Jun-02,3,,,14,0,12231,34.80%,30,22112.93577,20205.69,20000.0,2112.94,0.0,0.0,0.0,Apr-12,18678.06,May-16,0.0,0
843844,1054678,12000,12000,12000.0, 36 months,15.99%,421.83,D,D2,2 years,RENT,50400.0,Source Verified,Aug-11,debt_consolidation,830xx,WY,5.43,0,Jul-04,2,,,8,0,6209,45.70%,10,15185.65799,15185.66,12000.0,3185.66,0.0,0.0,0.0,Sep-14,464.99,Sep-14,0.0,0
843851,1054685,14000,14000,11269.52882, 36 months,10.99%,458.28,B,B3,4 years,OWN,40000.0,Not Verified,Aug-11,vacation,070xx,NJ,13.71,0,Jul-95,1,,86.0,10,1,6199,46.60%,21,16013.13748,12409.18,14000.0,2013.14,0.0,0.0,0.0,Nov-13,784.17,May-16,1.0,0
843771,1054598,4200,4200,4200.0, 36 months,5.99%,127.76,A,A2,1 year,MORTGAGE,67000.0,Not Verified,Aug-11,credit_card,146xx,NY,8.38,0,Sep-99,2,,,11,0,5310,12.40%,19,4515.744996,4515.74,4200.0,315.74,0.0,0.0,0.0,Apr-13,2090.08,Jul-15,0.0,0
843646,1054455,25000,25000,24366.68486, 60 months,19.29%,652.51,E,E4,10+ years,MORTGAGE,74326.08,Verified,Aug-11,other,765xx,TX,23.07,1,Dec-95,0,15.0,,6,0,11694,90%,12,27337.85,25862.05,11645.55,11175.5,0.0,4516.8,773.49,Jul-14,652.51,May-16,0.0,1
843721,1054541,10000,10000,10000.0, 36 months,8.49%,315.63,A,A5,5 years,MORTGAGE,240000.0,Source Verified,Aug-11,debt_consolidation,917xx,CA,2.85,0,May-90,3,55.0,,10,0,2340,8.70%,38,10398.27971,10398.28,10000.0,398.28,0.0,0.0,0.0,Feb-12,8825.01,Apr-12,0.0,0
832491,1041892,20800,20800,19786.97502, 60 months,20.62%,558.28,F,F2,5 years,MORTGAGE,70000.0,Verified,Aug-11,credit_card,784xx,TX,19.73,0,Jul-04,1,,,18,0,13512,33.70%,24,31695.64006,29161.42,20800.0,10895.64,0.0,0.0,0.0,Nov-14,10487.01,Dec-14,0.0,0
843621,1054428,5000,5000,5000.0, 36 months,11.49%,164.86,B,B4,6 years,MORTGAGE,75000.0,Not Verified,Aug-11,debt_consolidation,119xx,NY,5.02,0,Dec-05,1,,,11,0,8837,41.50%,18,5654.868195,5654.87,5000.0,654.87,0.0,0.0,0.0,Jan-13,3026.55,Jan-14,0.0,0
843653,1054463,13000,13000,12950.0, 36 months,8.49%,410.32,A,A5,3 years,MORTGAGE,78000.0,Not Verified,Aug-11,debt_consolidation,956xx,CA,11.69,0,May-04,3,,,9,0,8256,4.50%,26,8949.61,8915.23,7151.59,1464.17,0.0,333.85,3.79,Jun-13,34.23,Oct-13,0.0,1
843108,1053854,4000,4000,4000.0, 36 months,10.99%,130.94,B,B3,10+ years,MORTGAGE,40000.0,Not Verified,Aug-11,other,481xx,MI,12.27,0,Oct-88,0,,,8,0,12341,19.80%,15,4696.064507,4696.06,4000.0,696.06,0.0,0.0,0.0,Mar-14,788.64,Apr-14,0.0,0
843590,1054396,3000,3000,3000.0, 60 months,13.99%,69.79,C,C3,< 1 year,MORTGAGE,55460.0,Source Verified,Aug-11,car,657xx,MO,6.82,0,Dec-99,1,,105.0,9,1,10972,71.70%,17,981.75,981.75,444.42,390.78,0.0,146.55,1.31,Aug-12,69.79,Feb-13,1.0,1
843594,1054400,14000,14000,12446.51403, 60 months,11.49%,307.83,B,B4,5 years,MORTGAGE,56000.0,Not Verified,Aug-11,debt_consolidation,660xx,KS,18.17,0,Jul-86,0,,,8,0,18396,59.70%,14,18430.57001,15911.57,14000.0,4430.57,0.0,0.0,0.0,Mar-16,1807.75,May-16,0.0,0
835597,1045560,8000,8000,8000.0, 36 months,5.42%,241.28,A,A1,10+ years,MORTGAGE,22000.0,Source Verified,Aug-11,car,620xx,IL,24.16,0,Mar-02,0,,,7,0,3427,11.40%,11,8686.027625,8686.03,8000.0,686.03,0.0,0.0,0.0,Aug-14,260.03,Aug-14,0.0,0
799205,1004427,18000,18000,18000.0, 36 months,13.99%,615.11,C,C3,9 years,RENT,65000.0,Not Verified,Aug-11,debt_consolidation,112xx,NY,13.16,0,Apr-00,1,,,13,0,32930,73%,28,20759.97503,20759.98,18000.0,2759.98,0.0,0.0,0.0,Dec-12,11545.28,Sep-14,0.0,0
843497,1054296,10500,10500,10500.0, 36 months,7.49%,326.57,A,A4,4 years,OWN,60000.0,Not Verified,Aug-11,debt_consolidation,959xx,CA,4.96,0,Jan-03,1,,,12,0,11022,26.60%,28,11756.40213,11756.4,10500.0,1256.4,0.0,0.0,0.0,Aug-14,346.69,May-16,0.0,0
843485,1054283,10000,10000,10000.0, 36 months,7.49%,311.02,A,A4,1 year,RENT,26400.0,Not Verified,Aug-11,debt_consolidation,113xx,NY,11.86,0,Jun-05,0,,,5,0,4429,34.90%,10,10878.51201,10878.51,10000.0,878.51,0.0,0.0,0.0,Feb-13,5601.2,May-16,0.0,0
843495,1054294,3000,3000,3000.0, 36 months,10.99%,98.21,B,B3,10+ years,RENT,67000.0,Not Verified,Aug-11,debt_consolidation,900xx,CA,20.96,0,Oct-92,2,25.0,,6,0,1531,40.30%,36,3457.14676,3457.15,3000.0,457.15,0.0,0.0,0.0,Jul-13,1305.93,Feb-16,0.0,0
843470,1054265,8500,8500,8500.0, 36 months,7.49%,264.37,A,A4,,MORTGAGE,230000.0,Verified,Aug-11,credit_card,010xx,MA,9.22,0,Sep-90,0,,,14,0,25588,36%,29,9517.07134,9517.07,8500.0,1017.07,0.0,0.0,0.0,Aug-14,294.52,Apr-16,0.0,0
841907,1052502,4400,4400,4400.0, 36 months,5.99%,133.84,A,A2,10+ years,MORTGAGE,48000.0,Source Verified,Aug-11,medical,923xx,CA,8.43,0,Dec-00,1,,,6,0,1638,11.60%,10,4814.132436,4814.13,4400.0,414.13,0.0,0.0,0.0,May-14,533.14,May-16,0.0,0
840484,1050869,6000,6000,6000.0, 36 months,6.99%,185.24,A,A3,10+ years,MORTGAGE,90000.0,Not Verified,Aug-11,vacation,328xx,FL,18.16,0,Apr-88,1,,,19,0,67882,55.80%,41,6667.374696,6667.37,6000.0,667.37,0.0,0.0,0.0,Jul-14,374.51,Aug-14,0.0,0
819977,1028154,25300,25300,20081.91338, 36 months,10.99%,828.17,B,B3,10+ years,RENT,95000.0,Verified,Aug-11,small_business,100xx,NY,1.68,0,Jan-97,0,65.0,,10,0,6061,19.70%,42,25242.42,18363.27,20779.44,4462.98,0.0,0.0,0.0,Apr-14,3711.12,Apr-16,0.0,1
843415,1054206,7000,7000,7000.0, 36 months,8.49%,220.95,A,A5,10+ years,MORTGAGE,48000.0,Not Verified,Aug-11,home_improvement,728xx,AR,12.22,1,Apr-00,0,6.0,,5,0,9033,67.40%,12,7953.805017,7953.81,7000.0,953.81,0.0,0.0,0.0,Aug-14,238.89,Aug-14,0.0,0
843398,1054186,10000,10000,10000.0, 36 months,13.49%,339.31,C,C2,8 years,MORTGAGE,55140.0,Source Verified,Aug-11,debt_consolidation,809xx,CO,16.69,0,Apr-03,3,25.0,,7,0,2963,48.60%,21,12051.13922,12051.14,10000.0,2051.14,0.0,0.0,0.0,Nov-13,3260.38,Nov-13,0.0,0
841642,1052217,4000,4000,4000.0, 36 months,15.62%,139.88,D,D1,2 years,RENT,18720.0,Source Verified,Aug-11,debt_consolidation,200xx,DC,11.86,0,Aug-01,1,40.0,,6,0,4976,60%,10,1841.33,1841.33,1050.33,622.45,0.0,168.55,1.6,Oct-12,140.0,Feb-13,0.0,1
843351,1054135,35000,35000,35000.0, 36 months,13.99%,1196.05,C,C3,5 years,MORTGAGE,230000.0,Verified,Aug-11,credit_card,217xx,MD,21.76,0,Jul-78,1,,,12,0,44315,62.30%,34,42327.93442,42327.93,35000.0,7327.93,0.0,0.0,0.0,Oct-13,12462.48,Nov-13,0.0,0
843284,1054061,7200,7200,7200.0, 36 months,10.59%,234.33,B,B2,3 years,MORTGAGE,35000.0,Not Verified,Aug-11,debt_consolidation,441xx,OH,26.4,0,Mar-99,3,,,7,0,28549,92.10%,31,8437.62796,8437.63,7200.0,1237.63,0.0,0.0,0.0,Aug-14,254.76,Aug-14,0.0,0
843264,1054040,12000,12000,11750.0, 36 months,11.99%,398.52,B,B5,6 years,MORTGAGE,105000.0,Not Verified,Aug-11,debt_consolidation,018xx,MA,9.27,0,May-92,0,74.0,,15,0,13134,50.80%,28,14346.47905,14047.59,12000.0,2346.48,0.0,0.0,0.0,Aug-14,401.2,May-16,0.0,0
843242,1054014,14700,14700,14200.0, 60 months,11.99%,326.92,B,B5,2 years,RENT,84500.0,Not Verified,Aug-11,debt_consolidation,021xx,MA,17.71,0,Nov-92,0,,,7,0,24811,69.90%,16,18774.10441,18135.53,14700.0,4074.1,0.0,0.0,0.0,Sep-14,7006.53,Apr-16,0.0,0
843247,1054022,7000,7000,7000.0, 60 months,20.99%,189.34,F,F3,1 year,RENT,36000.0,Source Verified,Aug-11,debt_consolidation,113xx,NY,12.77,0,Sep-05,1,,,12,0,3962,38.10%,16,10935.41001,10935.41,7000.0,3935.41,0.0,0.0,0.0,Mar-15,2992.92,May-16,0.0,0
843219,1053988,11300,11300,11050.0, 60 months,12.99%,257.06,C,C1,10+ years,MORTGAGE,40800.0,Not Verified,Aug-11,debt_consolidation,327xx,FL,17.62,0,Jul-95,0,70.0,,11,0,11781,62%,21,9254.16,9048.35,5857.52,3338.14,0.0,58.5,0.0,Aug-14,257.06,May-16,0.0,1
842968,1053678,3600,3600,3550.0, 36 months,5.99%,109.51,A,A2,5 years,MORTGAGE,50000.0,Not Verified,Aug-11,home_improvement,030xx,NH,13.25,0,Jan-98,0,,,15,0,521,0.90%,47,3936.664885,3881.99,3600.0,336.66,0.0,0.0,0.0,Apr-14,543.47,Apr-14,0.0,0
843193,1053961,3600,3600,3600.0, 36 months,5.99%,109.51,A,A2,1 year,RENT,60000.0,Not Verified,Aug-11,car,283xx,NC,12.54,0,Apr-96,3,,,12,0,1533,2.90%,33,3701.726688,3701.73,3600.0,101.73,0.0,0.0,0.0,Feb-12,3155.25,Nov-13,0.0,0
843173,1053936,5000,5000,4750.0, 36 months,11.49%,164.86,B,B4,3 years,RENT,42072.0,Source Verified,Aug-11,car,237xx,VA,8.24,0,Apr-08,0,,,2,0,792,26.40%,4,5934.799868,5638.06,5000.0,934.8,0.0,0.0,0.0,Aug-14,178.68,Aug-14,0.0,0
